boot_id,uptime_ms,reset_reason,mode,read_error,battery_present,battery_percent,battery_mv,charging,vbus_mv,stage,status0,status1,irq0,irq1,irq2
a3a94d9b1aa62d4d,425329,11,3,0,1,100,4197,1,5167,3,56,51,16,139,106
a3a94d9b1aa62d4d,455349,11,3,0,1,100,4196,1,5171,3,56,51,16,139,106
a3a94d9b1aa62d4d,485368,11,3,0,1,100,4196,1,5170,3,56,51,16,139,106
a3a94d9b1aa62d4d,515388,11,3,0,1,100,4197,1,5171,3,56,51,16,139,106
a3a94d9b1aa62d4d,545408,11,3,0,1,100,4196,1,5171,3,56,51,16,139,106
a3a94d9b1aa62d4d,575428,11,3,0,1,100,4196,1,5172,3,56,51,16,139,106
a3a94d9b1aa62d4d,605448,11,3,0,1,100,4197,1,5173,3,56,51,16,139,106
a3a94d9b1aa62d4d,635477,11,3,0,1,100,4196,1,5171,3,56,51,16,139,106
a3a94d9b1aa62d4d,665498,11,3,0,1,100,4184,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,695528,11,3,0,1,100,4182,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,725548,11,3,0,1,100,4182,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,755568,11,3,0,1,100,4182,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,785588,11,3,0,1,100,4180,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,815608,11,3,0,1,100,4181,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,845628,11,3,0,1,100,4180,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,875648,11,3,0,1,100,4181,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,905668,11,3,0,1,100,4180,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,935688,11,3,0,1,100,4178,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,965708,11,3,0,1,100,4179,0,5180,4,40,20,16,139,114
a3a94d9b1aa62d4d,995737,11,3,0,1,100,4179,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1025757,11,3,0,1,100,4178,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,1055777,11,3,0,1,100,4178,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,1085797,11,3,0,1,100,4177,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,1115817,11,3,0,1,100,4176,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,1145837,11,3,0,1,100,4177,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,1175857,11,3,0,1,100,4177,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,1205877,11,3,0,1,100,4176,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,1235897,11,3,0,1,100,4179,0,5180,4,40,20,16,139,114
a3a94d9b1aa62d4d,1265917,11,3,0,1,100,4178,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,1295946,11,3,0,1,100,4175,0,5180,4,40,20,16,139,114
a3a94d9b1aa62d4d,1325966,11,3,0,1,100,4175,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,1355986,11,3,0,1,100,4175,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1386006,11,3,0,1,100,4175,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1416026,11,3,0,1,100,4175,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,1446046,11,3,0,1,100,4176,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,1476066,11,3,0,1,100,4176,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1506086,11,3,0,1,100,4176,0,5180,4,40,20,16,139,114
a3a94d9b1aa62d4d,1536106,11,3,0,1,100,4177,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,1566126,11,3,0,1,100,4174,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1596154,11,3,0,1,100,4176,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,1626174,11,3,0,1,100,4176,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,1656194,11,3,0,1,100,4175,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,1686214,11,0,0,1,100,4174,0,5171,4,40,20,16,139,114
a3a94d9b1aa62d4d,1716234,11,0,0,1,100,4174,0,5175,4,40,20,16,139,114
a3a94d9b1aa62d4d,1746254,11,1,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1776274,11,1,0,1,100,4174,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1806294,11,2,0,1,100,4174,0,5175,4,40,20,16,139,114
a3a94d9b1aa62d4d,1836314,11,2,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,1866334,11,2,0,1,100,4173,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,1896362,11,2,0,1,100,4173,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,1926382,11,2,0,1,100,4175,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1956402,11,2,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,1986422,11,3,0,1,100,4173,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2016442,11,3,0,1,100,4173,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,2046462,11,3,0,1,100,4174,0,5171,4,40,20,16,139,114
a3a94d9b1aa62d4d,2076482,11,3,0,1,100,4172,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2106502,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2136522,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2166542,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2196571,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2226591,11,3,0,1,100,4174,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2256611,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2286631,11,3,0,1,100,4174,0,5175,4,40,20,16,139,114
a3a94d9b1aa62d4d,2316651,11,3,0,1,100,4173,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,2346671,11,3,0,1,100,4174,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,2376691,11,3,0,1,100,4171,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2406711,11,3,0,1,100,4174,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2436731,11,3,0,1,100,4172,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,2466751,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2496780,11,3,0,1,100,4173,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,2526800,11,3,0,1,100,4173,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,2556820,11,3,0,1,100,4173,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2586840,11,3,0,1,100,4173,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,2616860,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2646885,11,3,0,1,100,4173,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,2676905,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2706935,11,3,0,1,100,4171,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2736955,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2766986,11,3,0,1,100,4173,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,2797019,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2827055,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,2857075,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2887105,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2917125,11,3,0,1,100,4172,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,2947157,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,2977181,11,3,0,1,100,4172,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3007212,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3037238,11,3,0,1,100,4172,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3067258,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3097287,11,3,0,1,100,4171,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3127307,11,3,0,1,100,4171,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,3157327,11,3,0,1,100,4172,0,5175,4,40,20,16,139,114
a3a94d9b1aa62d4d,3187347,11,3,0,1,100,4172,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,3217367,11,3,0,1,100,4171,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,3247387,11,3,0,1,100,4173,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,3277407,11,3,0,1,100,4172,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,3307427,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3337447,11,3,0,1,100,4172,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,3367467,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3397496,11,3,0,1,100,4172,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3427516,11,3,0,1,100,4173,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,3457536,11,3,0,1,100,4172,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,3487556,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3517576,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3547596,11,3,0,1,100,4171,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,3577616,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3607636,11,3,0,1,100,4172,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3637656,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3667676,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3697705,11,3,0,1,100,4172,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,3727725,11,3,0,1,100,4171,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,3757745,11,3,0,1,100,4172,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3787765,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3817785,11,3,0,1,100,4173,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3847805,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3877825,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,3907845,11,3,0,1,100,4170,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,3937865,11,3,0,1,100,4171,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,3967885,11,3,0,1,100,4171,0,5180,4,40,20,16,139,114
a3a94d9b1aa62d4d,3997914,11,3,0,1,100,4171,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,4027934,11,3,0,1,100,4169,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4057954,11,3,0,1,100,4172,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4087974,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4117993,11,3,0,1,100,4171,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,4148014,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4178034,11,3,0,1,100,4171,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,4208054,11,3,0,1,100,4171,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4238074,11,3,0,1,100,4171,0,5175,4,40,20,16,139,114
a3a94d9b1aa62d4d,4268094,11,3,0,1,100,4170,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4298123,11,3,0,1,100,4172,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4328143,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,4358163,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,4388183,11,3,0,1,100,4170,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,4418203,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4448223,11,3,0,1,100,4171,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4478243,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4508262,11,3,0,1,100,4170,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4538283,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4568303,11,3,0,1,100,4168,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4598332,11,3,0,1,100,4170,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,4628352,11,3,0,1,100,4169,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4658372,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4688392,11,3,0,1,100,4170,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4718412,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,4748432,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,4778452,11,3,0,1,100,4169,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4808472,11,3,0,1,100,4171,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4838492,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4868512,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,4898541,11,3,0,1,100,4169,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,4928561,11,3,0,1,100,4171,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,4958581,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,4988601,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5018621,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5048641,11,3,0,1,100,4169,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5078661,11,3,0,1,100,4169,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5108681,11,3,0,1,100,4169,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5138701,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5168721,11,3,0,1,100,4169,0,5175,4,40,20,16,139,114
a3a94d9b1aa62d4d,5198749,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5228769,11,3,0,1,100,4172,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5258789,11,3,0,1,100,4170,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5288809,11,3,0,1,100,4172,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,5318829,11,3,0,1,100,4170,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5348849,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5378869,11,3,0,1,100,4170,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,5408889,11,3,0,1,100,4170,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5438909,11,3,0,1,100,4170,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,5468929,11,3,0,1,100,4169,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,5498958,11,3,0,1,100,4170,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,5528978,11,3,0,1,100,4169,0,5176,4,40,20,16,139,114
a3a94d9b1aa62d4d,5558998,11,3,0,1,100,4170,0,5179,4,40,20,16,139,114
a3a94d9b1aa62d4d,5589018,11,3,0,1,100,4170,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5619038,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5649058,11,3,0,1,100,4171,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5679078,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5709098,11,3,0,1,100,4171,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5739118,11,3,0,1,100,4169,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5769138,11,3,0,1,100,4171,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5799167,11,3,0,1,100,4170,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5829187,11,3,0,1,100,4169,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5859207,11,3,0,1,100,4168,0,5177,4,40,20,16,139,114
a3a94d9b1aa62d4d,5889227,11,3,0,1,100,4169,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5919247,11,3,0,1,100,4169,0,5178,4,40,20,16,139,114
a3a94d9b1aa62d4d,5949267,11,3,0,1,100,4171,0,5175,4,40,20,16,139,114
a3a94d9b1aa62d4d,5979287,11,0,0,1,100,4149,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,6009315,11,0,0,1,100,4149,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6039335,11,1,0,1,100,4148,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6069355,11,1,0,1,100,4146,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6099376,11,2,0,1,100,4144,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6129396,11,2,0,1,100,4141,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6159416,11,2,0,1,100,4139,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6189436,11,2,0,1,100,4139,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6219456,11,2,0,1,100,4138,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,6249476,11,2,0,1,100,4136,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,6279496,11,3,0,1,100,4137,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6309525,11,3,0,1,100,4135,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6339545,11,3,0,1,100,4132,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,6369565,11,3,0,1,100,4132,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6399585,11,3,0,1,100,4130,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6429605,11,3,0,1,100,4129,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6459625,11,3,0,1,100,4129,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6489645,11,3,0,1,100,4128,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6519665,11,3,0,1,100,4126,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6549685,11,3,0,1,100,4126,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6579705,11,3,0,1,100,4125,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6609733,11,3,0,1,100,4123,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,6639753,11,3,0,1,100,4121,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,6669773,11,3,0,1,100,4122,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6699793,11,3,0,1,100,4121,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6729813,11,3,0,1,100,4119,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,6759833,11,3,0,1,100,4118,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6789853,11,3,0,1,100,4117,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6819873,11,3,0,1,100,4117,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,6849893,11,3,0,1,100,4118,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,6879913,11,3,0,1,100,4115,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,6909942,11,3,0,1,99,4114,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6939967,11,3,0,1,99,4113,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,6969987,11,3,0,1,99,4112,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7000007,11,3,0,1,99,4112,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7030027,11,3,0,1,99,4111,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,7060047,11,3,0,1,99,4109,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7090067,11,3,0,1,99,4108,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,7120087,11,3,0,1,99,4108,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,7150107,11,3,0,1,99,4107,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7180127,11,3,0,1,99,4108,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,7210156,11,3,0,1,99,4105,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7240176,11,3,0,1,99,4105,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7270196,11,3,0,1,99,4104,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7300216,11,3,0,1,98,4103,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,7330236,11,3,0,1,98,4102,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7360256,11,3,0,1,98,4102,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7390276,11,3,0,1,98,4101,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7420296,11,3,0,1,98,4101,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7450316,11,3,0,1,98,4099,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7480336,11,3,0,1,98,4099,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7510365,11,3,0,1,98,4099,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,7540385,11,3,0,1,98,4098,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7570405,11,3,0,1,98,4098,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,7600425,11,3,0,1,98,4095,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7630445,11,3,0,1,98,4095,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7660465,11,3,0,1,98,4095,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7690485,11,3,0,1,98,4094,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,7720505,11,3,0,1,97,4094,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7750530,11,3,0,1,97,4093,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,7780550,11,3,0,1,97,4093,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,7810579,11,3,0,1,97,4092,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,7840599,11,3,0,1,97,4091,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7870619,11,3,0,1,97,4090,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7900639,11,3,0,1,97,4091,0,16374,5,24,85,16,75,114
a3a94d9b1aa62d4d,7930659,11,3,0,1,97,4091,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7960679,11,3,0,1,97,4089,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,7990699,11,3,0,1,97,4089,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,8020719,11,3,0,1,97,4088,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,8050739,11,3,0,1,97,4088,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,8080759,11,3,0,1,97,4085,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,8110788,11,3,0,1,97,4086,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,8140808,11,3,0,1,97,4087,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,8170828,11,3,0,1,97,4086,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,8200848,11,3,0,1,97,4085,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,8230868,11,3,0,1,96,4084,0,16372,5,24,85,16,75,114
a3a94d9b1aa62d4d,8260888,11,3,0,1,96,4083,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,8290908,11,3,0,1,96,4083,0,16373,5,24,85,16,75,114
a3a94d9b1aa62d4d,8320928,11,3,0,1,96,4083,0,16374,5,24,85,16,75,114
